param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_15_pop_3,0.999685,0.999988,0.997031,1.000000
q_ind_16_pop_3,0.999777,0.999991,0.997795,1.000000
q_ind_17_pop_3,0.965455,0.965576,0.954222,0.975926
q_ind_18_pop_3,0.988320,0.988395,0.980872,0.995617
q_ind_19_pop_3,0.999530,0.999988,0.995073,1.000000
q_ind_20_pop_3,0.984594,0.984718,0.976376,0.992199
q_ind_21_pop_3,0.952799,0.953008,0.941921,0.962812
q_ind_22_pop_3,0.937549,0.937708,0.923337,0.950897
q_ind_23_pop_3,0.991351,0.990827,0.982829,1.000000
q_ind_24_pop_3,0.999928,0.999996,0.999418,1.000000
q_ind_25_pop_3,0.999900,0.999995,0.999184,1.000000
q_ind_26_pop_3,0.999915,0.999996,0.999296,1.000000
q_ind_27_pop_3,0.999903,0.999995,0.999193,1.000000
q_ind_28_pop_3,0.999882,0.999995,0.999029,1.000000
q_ind_29_pop_3,0.000018,0.000000,0.000000,0.000211
q_ind_30_pop_3,0.000012,0.000000,0.000000,0.000126
q_ind_31_pop_3,0.027325,0.027250,0.018702,0.036401
q_ind_32_pop_3,0.000014,0.000000,0.000000,0.000152
q_ind_33_pop_3,0.000009,0.000000,0.000000,0.000090
